Age,Income,Debt,Credit_Utilization,Loan_Amount,Loan_Duration,Previous_Defaults,Payment_History,Employment_Length,Num_Credit_Cards,Monthly_Expenses,Existing_Loans,Credit_History_Length,Savings,Creditworthy,DTI_Ratio,Savings_to_Income,Expense_to_Income,Risk_Flag_Count
37,79599.81,14983.11,0.6492,24258.61,60,0,80.21,6.7,5,3309.18,0,7.7,20994.5,1,0.18823047441710944,0.2637506295522094,0.4988725475538337,0
45,74653.66,9015.43,0.9452,19522.47,60,0,70.14,4.5,3,3100.98,1,14.1,6023.36,1,0.12076340262325032,0.08068405487312097,0.49845861541820646,1
64,26998.59,14405.98,0.3036,17764.1,60,0,78.37,20.1,2,1509.0,1,21.8,23767.02,1,0.5335826796683241,0.8803059715014634,0.6707016921746394,0
24,66745.25,12760.27,0.8481,12068.97,48,0,73.78,3.4,3,3549.13,2,2.9,19694.06,1,0.19117869810673901,0.2950630943730818,0.6380912499295742,1
61,50887.44,15901.99,0.5059,2276.01,12,1,74.76,0.1,4,2727.37,2,15.9,4212.87,1,0.31249341683699366,0.08278801212867481,0.6431535954521753,1
25,56656.65,9012.93,0.9474,21820.83,48,0,83.17,0.9,9,1731.06,2,4.6,914.61,1,0.15907982557812578,0.016143029988251283,0.36664222116262357,1
64,40436.56,4787.05,0.1435,23791.6,36,0,87.58,16.6,6,2225.12,4,15.5,651.74,1,0.11838420478600593,0.016117592594025863,0.6603291674499431,0
52,89962.74,14669.75,0.9642,10084.36,24,0,60.51,3.2,6,3429.79,2,17.5,6297.15,1,0.16306473101905228,0.06999731221981459,0.4574947361490157,1
31,75801.24,28720.95,0.4422,14665.6,12,0,95.07,0.6,1,3271.45,2,5.4,415.87,1,0.37889815522306897,0.005486321859570024,0.5178991794788858,0
34,40204.58,15657.62,0.9439,35421.33,24,0,74.57,0.8,4,1828.39,3,5.4,9725.48,0,0.389448664794174,0.2418998034492115,0.5457258849477914,1
53,28307.79,12347.25,0.4595,31594.98,24,0,85.74,0.1,3,1113.61,2,12.4,16509.3,1,0.436178521868497,0.5832069546727876,0.47207217516902333,0
67,47286.55,21032.69,0.5295,5155.75,12,0,64.9,1.3,4,1723.19,1,19.8,20174.29,1,0.4447922294934861,0.42663907600730777,0.43729728642843896,0
57,63690.05,13733.44,0.7987,19153.64,12,1,82.86,21.6,2,2118.79,2,15.0,29103.53,1,0.2156292858897798,0.45695567831306527,0.39920646945010707,1
21,59804.12,29944.26,0.7182,34549.56,36,1,87.14,2.0,9,2518.85,0,1.8,878.01,0,0.500705636994563,0.014681429974813082,0.5054200279093577,1
19,80062.66,14968.7,0.6172,17835.79,48,0,66.3,1.4,6,4237.0,0,0.5,20893.08,1,0.1869623117669715,0.26095910377870335,0.6350525950469913,0
23,70798.39,20603.98,0.4186,17310.57,12,0,96.49,5.5,1,3575.85,2,2.3,1057.33,1,0.2910232845649312,0.0149343791572812,0.6060900537341868,0
59,74391.38,8963.16,0.7866,30927.38,36,1,90.3,5.6,4,3124.19,1,9.0,30802.3475,1,0.12048654024000514,0.4140580198886745,0.5039600018106404,1
21,54915.35,19024.71,0.9393,29870.69,60,0,81.36,17.2,5,2241.61,4,1.3,1152.37,1,0.34643701623778345,0.020984478838412493,0.48983244210425986,1
46,27214.03,17200.75,0.0196,29353.03,12,0,66.64,6.5,2,691.89,2,12.3,30802.3475,1,0.6320544953969679,1.1318554252666049,0.30508822102771666,0
35,54915.35,14547.95,0.5861,17380.15,48,0,94.62,0.6,7,1630.84,0,10.1,5298.5,1,0.26491591148440435,0.09648486260951657,0.35636811928984574,0
43,76201.79,10985.94,0.8587,26628.88,60,0,62.75,21.2,4,2379.56,1,10.2,13469.8,1,0.14416905429460167,0.1767648765182975,0.37472505566634695,1
61,53969.54,9895.76,0.6501,34947.46,60,0,64.61,6.9,5,2407.67,4,19.9,1927.96,1,0.18335824244224874,0.03572311344444064,0.5353397490411195,0
51,65061.81,17258.82,0.7948,19501.26,60,1,87.93,1.5,8,3623.42,2,12.6,861.45,1,0.2652680581701421,0.013240486238958916,0.6683035716241479,1
27,54915.35,20031.51,0.8872,15965.9,60,0,70.15,1.5,7,1728.18,4,7.1,11159.9,1,0.3647706879703986,0.20322004685023004,0.3776386747898786,1
53,34403.76,13982.7,0.7459,32300.73,24,0,78.37,16.1,3,1769.67,3,24.5,8055.52,1,0.40642941351740536,0.2341465002594441,0.6172592762937174,0
31,52533.12,17298.14,0.7127,40454.4,48,0,81.56,1.1,5,1890.73,3,1.7,23855.39,1,0.3292806518948564,0.45410190751179247,0.4318943934715491,0
48,61180.95,14696.68,0.9555,41150.05,36,2,78.33,1.3,8,3495.8,1,21.0,11418.23,0,0.24021660336689418,0.18663047892870852,0.6856644102341389,2
65,41886.25,15788.21,0.8564,16254.89,12,0,63.36,2.2,4,1319.19,4,16.7,10125.89,1,0.3769306156464966,0.24174735145204576,0.3779350025276091,1
32,50285.78,13396.44,0.8091,17259.6,36,0,89.5,5.7,7,1939.17,3,4.7,10573.68,1,0.26640612912305617,0.2102717706633909,0.4627558725257368,1
25,36210.74,15143.78,0.0947,9708.38,24,0,69.6,2.8,9,1085.55,2,1.2,5122.35,1,0.41821238670023836,0.14145941231409634,0.3597440980118124,0
31,77384.9,36584.32,0.2442,21180.52,60,1,89.54,1.9,2,2518.16,2,9.5,12791.47,1,0.47275786360811023,0.16529671809144555,0.39048858368505374,1
40,49110.88,17493.07,0.5556,9258.81,12,1,94.61,1.6,5,1401.24,4,15.7,22466.61,1,0.3561954092381119,0.457467062279123,0.3423860456106186,1
57,84055.11,20162.38,0.7054,14733.67,48,1,81.45,0.7,1,2408.22,3,29.4,11763.77,1,0.23987096084652237,0.1399530617455625,0.34380586736078506,1
38,85574.96,18504.19,0.3072,27011.3,12,0,88.26,4.0,6,3932.16,1,12.8,1198.7,1,0.21623369733136616,0.014007602223664404,0.5513986801682245,0
33,53379.08,12897.47,0.1015,23899.77,12,0,61.48,1.6,7,2729.19,2,2.6,6017.98,1,0.24162031267227496,0.11274042190100052,0.6135414847799261,0
62,34831.03,25351.91,0.3149,2000.0,36,0,61.47,2.0,6,964.85,4,5.2,5170.07,1,0.727854157608091,0.14843287723192702,0.3324104971821847,0
35,13282.04,12670.69,0.7656,35702.92,60,0,67.89,0.0,6,430.03,3,12.5,6625.09,0,0.9539716789774785,0.4988006360093178,0.3885216427304448,0
64,25559.26,23440.44,0.8699,9130.04,48,0,74.34,3.8,6,912.54,1,22.3,3446.17,0,0.9171016687917763,0.1348305858567568,0.4284349390229438,1
41,27523.3,12326.34,0.9046,10390.66,12,0,67.31,6.0,8,1547.51,2,6.1,8171.31,1,0.44785109342092516,0.2968870011845641,0.6747054313736105,1
43,82569.39,7320.22,0.3813,7610.78,24,0,85.4,13.1,9,3710.24,4,4.0,16314.25,1,0.0886553721652945,0.19758230016962,0.539217741580273,0
42,57316.49,17923.17,0.3751,13387.17,24,1,71.08,1.1,4,1637.86,0,4.8,4084.61,1,0.31270529649822054,0.07126413358404773,0.3429086463539043,1
62,62792.09,6162.65,0.4086,11031.94,60,1,93.83,12.6,3,2343.7,4,9.2,25349.04,1,0.09814373115947975,0.4036979816979544,0.44789717939874435,1
58,12000.0,19285.12,0.3783,11275.67,12,0,82.42,2.2,7,586.07,4,21.9,3231.99,1,1.6070933331994088,0.2693324999775556,0.5860699999511608,0
46,31040.67,5446.73,0.6629,2000.0,60,3,75.12,8.1,8,1788.19,4,7.8,6960.0,0,0.175470761417989,0.224221964273831,0.6912956453358998,1
32,72741.6,12447.94,0.3612,21299.27,12,0,95.72,11.4,3,3608.88,2,4.4,10636.18,1,0.1711254632813806,0.14621866992001525,0.5953479164522728,0
62,60735.48,3546.16,0.0299,22320.65,48,0,93.13,16.3,6,1885.19,2,22.8,17119.75,1,0.05838695931836898,0.28187395571284074,0.3724722353330792,0
18,52055.89,36696.87,0.4402,42444.07,24,0,92.8,2.0,7,2722.85,2,0.0,11016.2,1,0.704951351312888,0.21162254645513462,0.6276753696723334,0
42,66296.85,1768.32,0.2297,24863.41,36,2,89.13,3.4,7,1664.79,4,9.1,21303.14,1,0.026672760470117768,0.32132959559434077,0.3013337737720369,1
24,87715.96,15078.51,0.0382,15034.11,60,0,84.57,2.9,2,3603.35,4,0.8,17787.45,1,0.17190155588365102,0.20278464717022096,0.49295703996749324,0
26,50579.15,24146.43,0.4714,7992.85,48,0,74.67,4.0,8,1846.26,3,4.5,2280.68,1,0.4773988886630677,0.04509130738565018,0.4380287134038822,0
41,56387.4,23291.09,0.2118,19037.24,24,1,76.9,5.9,6,3188.38,3,13.3,4632.39,1,0.4130548668600954,0.08215292778028153,0.6785303099508306,1
18,58851.94,21810.74,0.4537,24487.23,48,0,85.88,5.9,6,1561.38,1,0.0,295.94,1,0.37060358587379444,0.0050285513102027125,0.31836775473640516,0
61,102842.19,12462.17,0.2822,14966.51,36,1,66.91,0.6,3,3447.16,0,4.3,3388.31,1,0.12117760230386793,0.03294669240286553,0.4022271404332966,1
25,13012.87,25808.71,0.6016,20610.16,12,0,93.11,4.7,6,438.04,2,3.5,151.4,1,1.983321895785993,0.011634635556058376,0.40394471009055305,0
41,68664.46,22307.13,0.9811,38973.54,12,1,97.55,0.9,9,2685.65,0,14.8,11609.39,1,0.3248715565472317,0.16907421976129902,0.46935197625570274,2
28,52703.96,16698.4,0.5463,16158.9,48,0,63.92,6.2,6,2939.73,2,2.5,12379.98,1,0.3168338773724625,0.23489658082172768,0.6693379396791184,0
68,66335.43,16924.65,0.644,2000.0,48,0,60.9,18.8,4,3101.45,3,22.9,15250.9,1,0.2551374129894819,0.2299057984514474,0.5610485980031931,0
34,41852.55,12568.62,0.9109,28734.87,60,1,65.71,7.4,9,1215.72,1,9.4,1534.06,0,0.30030714973638867,0.03665391953329835,0.3485723092058053,2
25,54020.7,7722.78,0.3765,23143.21,48,0,90.4,5.9,6,2835.84,0,3.6,3922.2,1,0.1429596432452197,0.07260550122318657,0.6299451876663956,0
52,69228.21,24897.21,0.1732,2910.08,12,1,64.31,0.4,6,3184.12,4,21.8,9898.97,1,0.35963966134095277,0.14299040809890953,0.5519345365053938,1
52,108025.5475,25497.66,0.2871,24276.44,48,0,74.89,1.0,8,2994.6,3,13.1,19190.84,1,0.23603361047315188,0.1776509394670955,0.33265464356630403,0
50,71160.72,7927.13,0.4047,10021.36,24,1,62.52,2.2,2,3957.89,1,22.7,18914.03,1,0.11139755190628486,0.2657931229438686,0.6674283228069162,1
22,38038.69,13769.72,0.6421,24413.22,24,0,77.3,13.6,2,1011.11,2,1.3,5166.22,1,0.36199248711346277,0.13581487690202226,0.3189731297182165,0
59,46524.81,13852.61,0.0145,39072.64,12,0,84.15,2.0,5,2109.04,2,8.5,4012.91,1,0.29774672910436933,0.08625311957026255,0.5439781484213696,0
56,45931.72,14738.75,0.8463,18230.31,48,0,85.14,8.4,9,2068.21,1,24.7,6239.71,1,0.32088391202591837,0.13584751452512886,0.5403350886807562,1
58,19087.14,15514.36,0.0846,30832.71,48,1,80.76,0.5,1,864.52,2,4.3,1739.33,1,0.8128174257215687,0.09112575272716993,0.5435198777531092,1
45,48398.2,22574.89,0.8926,7715.13,48,0,97.52,5.4,1,2578.45,2,20.7,2617.95,1,0.46644069406576194,0.054091887713714724,0.6393088999045562,1
24,69656.58,9022.26,0.9404,4805.81,24,1,81.25,7.6,2,2028.49,4,0.9,182.97,1,0.1295248776191779,0.0026267439486316047,0.3494555718878324,2
26,29515.36,8229.22,0.9803,40173.7,12,0,94.37,3.9,4,1263.92,2,5.2,13766.17,1,0.2788114391869585,0.46640698265356045,0.5138693886669901,1
25,75969.65,24892.96,0.8033,23078.15,60,0,99.72,7.3,7,3351.79,0,1.3,30802.3475,1,0.3276697997117577,0.40545596168462733,0.5294414282476037,1
29,64755.5,11298.84,0.149,26366.7,24,0,69.19,6.4,3,2477.26,1,3.3,806.9,1,0.17448463836779138,0.01246071762224891,0.45906710626187636,0
51,40315.33,4895.72,0.702,31520.22,12,1,70.62,3.2,3,1717.53,1,17.2,1629.56,1,0.12143569207739498,0.04042035622577266,0.5112288551151329,1
50,52169.41,11118.96,0.2093,14721.85,12,0,80.87,10.0,6,2175.37,4,6.3,2285.04,1,0.2131317950459257,0.04380038033698674,0.5003782868063797,0
65,86966.44,12359.58,0.8892,28251.16,60,1,67.3,2.1,3,4374.34,3,7.9,7865.53,1,0.14211895990979834,0.09044327903855277,0.6035900745091602,2
40,69670.96,27439.7,0.3203,26735.44,36,0,82.57,2.8,7,2080.59,3,16.5,4901.04,1,0.3938470203310842,0.0703455212893529,0.35835705435437726,0
41,55175.67,22398.61,0.3303,7051.95,60,1,87.38,3.9,7,1433.81,2,13.9,822.54,1,0.4059508475310594,0.014907657668408781,0.31183527086645557,1
54,50246.33,24180.16,0.9093,35129.85,60,0,62.42,0.7,4,2816.29,1,6.6,48.79,0,0.4812323606424343,0.0009710161916109889,0.6725959885891646,1
52,56532.18,21559.79,0.023,33068.61,12,1,87.26,3.6,5,2004.34,0,15.8,4127.04,1,0.38137199024730034,0.07300337612890563,0.4254582080431807,1
61,44764.73,22569.95,0.2001,7162.83,36,0,66.38,2.0,5,2300.51,0,29.4,5830.17,1,0.5041904642225209,0.1302402583433377,0.616693544211778,0
57,12905.01,9495.34,0.4235,22002.86,36,0,71.97,1.5,1,460.17,2,6.3,11699.68,1,0.7357871089804822,0.9065998398368851,0.42789893224198206,0
39,95843.56,13411.18,0.6967,17689.2,48,0,89.55,4.3,3,2408.69,3,14.0,30802.3475,1,0.13992781570154608,0.3213815043981945,0.3015776959839391,0
44,54915.35,7080.68,0.6446,34183.07,60,0,66.54,2.0,5,1870.24,2,17.9,5335.45,1,0.12893808379389482,0.09715771637443524,0.4086813613969741,0
52,62962.95,13316.1,0.666,5893.88,60,2,81.27,9.7,5,1795.37,3,11.5,7353.02,1,0.2114910435389147,0.11678328286529169,0.3421764704426623,1
18,53841.85,20472.84,0.8724,47423.69875,36,1,83.57,2.6,6,2822.64,4,0.0,13199.2,0,0.3802402777694258,0.24514759429244823,0.6290957684286648,2
52,40297.66,16076.67,0.1286,18255.16,36,0,66.57,2.7,1,1236.86,4,12.7,5401.28,1,0.39894797860722064,0.13403458165724672,0.36831716778670726,0
54,51281.51,25491.85,0.5217,27384.45,36,0,70.99,20.1,6,2980.62,4,26.3,9098.67,1,0.4970963218419836,0.1774259377273129,0.6974724418080226,0
64,23012.1,5868.67,0.721,33874.98,12,1,84.26,2.1,5,1045.29,1,33.5,4593.56,0,0.25502539966995513,0.19961498515130674,0.5450819351321661,1
31,100541.73,19001.91,0.6334,18040.01,12,1,78.45,0.7,9,3595.77,3,7.8,30802.3475,1,0.1889952559977932,0.3063638103272506,0.4291674710547634,1
20,54915.35,5013.58,0.4493,18850.58,12,0,86.4,10.5,4,1267.72,3,0.2,2514.59,1,0.09129651363250355,0.045790293605598616,0.27701981321657754,0
18,34360.67,15753.41,0.0268,14971.69,60,1,94.19,12.4,6,1960.52,1,0.0,13815.29,1,0.4584721427009872,0.40206695619142274,0.6846851356308045,1
22,46194.82,20922.67,0.0692,11145.34,36,0,65.4,1.3,7,2134.43,4,0.7,954.58,1,0.4529224272233786,0.02066422165903744,0.5544595692643793,0
43,80761.51,13283.98,0.1266,22718.59,12,1,62.83,10.7,2,4047.82,1,3.1,3164.08,1,0.16448404691585777,0.039178068859297234,0.601447892683019,1
31,55290.18,19409.01,0.3464,18647.33,48,0,86.67,3.4,6,2292.22,2,2.9,11996.11,1,0.3510390090907456,0.2169663763037674,0.4974959386911474,0
56,30277.28,7322.14,0.1253,14906.26,36,0,90.83,0.2,5,1294.6,4,17.4,3661.24,1,0.24183612265560725,0.1209236760990114,0.5130976098079781,0
44,80086.77,1690.48,0.4276,15490.36,36,0,77.97,4.0,8,4628.8,3,11.0,3668.48,1,0.021108105620677324,0.045806317322501504,0.6935677390823284,0
26,69620.01,19456.24,0.1851,25762.33,36,2,75.76,9.4,6,3143.29,2,3.0,2311.94,1,0.2794633324488253,0.033207981440490926,0.5417907868651299,1
32,65768.7,28952.08,0.7736,12024.36,12,0,83.87,2.5,4,2832.27,2,6.6,883.21,1,0.4402106168977005,0.01342903235105105,0.5167692230420129,0
32,69314.68,7031.64,0.8641,17530.35,24,0,82.06,4.0,1,3750.92,4,4.0,4384.21,1,0.10144517726834426,0.06325081497796355,0.6493723984493709,1
43,102887.24,24777.55,0.3919,28986.67,48,0,79.61,0.8,3,4112.76,1,8.0,1000.71,1,0.24082237991571334,0.009726278982605363,0.4796816398177298,0
59,98701.9,15347.39,0.5111,22472.25,48,0,92.75,9.2,3,4025.8,3,10.1,30802.3475,1,0.15549234614373694,0.3120745142665737,0.4894495445326844,0
30,41265.69,4314.47,0.9444,9504.41,24,2,66.94,0.6,9,2008.55,4,5.0,3593.45,0,0.10455344379060295,0.08708081701561075,0.584083290486986,2
68,87477.7,5947.96,0.5348,19761.29,48,1,87.25,0.5,6,2652.95,2,30.0,7562.19,1,0.06799401447376882,0.086447060221217,0.36392589196602193,1
49,62663.36,15126.28,0.9852,24370.22,12,0,89.65,13.6,7,1838.56,2,14.2,3191.2,1,0.2413895456572806,0.050926091418479216,0.3520832588557,1
56,64981.92,11764.3,0.1493,29892.72,36,1,96.05,10.3,7,2963.9,2,26.4,2614.07,1,0.1810395876240493,0.04022765101369385,0.5473337814495581,1
66,21154.58,4496.7,0.855,12446.21,24,0,97.8,4.3,2,658.23,2,21.3,12678.37,1,0.21256389868233902,0.5993203362770936,0.37338297426026024,1
69,51592.28,1447.69,0.4973,14414.7,36,1,80.31,0.6,2,2038.8,1,12.3,4497.11,1,0.028060205906231317,0.08716633573691322,0.4742104826444148,1
49,38743.53,8226.25,0.0323,13048.4,48,1,77.35,3.9,5,2007.49,3,14.2,1807.42,1,0.21232577413022702,0.046650885966078706,0.6217781394565293,1
21,71561.18,16550.47,0.9628,13544.8,60,0,80.16,12.7,2,2528.39,1,1.1,2236.97,1,0.23127720923227826,0.03125954602717201,0.4239823882107034,1
47,76421.61,14948.79,0.9557,24050.05,48,0,89.3,4.7,4,3801.44,4,12.9,20980.69,1,0.19560946177140723,0.27453870704536926,0.5969159770306212,1
54,13510.27,10990.1,0.3856,25944.89,48,2,60.69,1.1,1,485.4,1,6.1,8330.24,0,0.8134626472443953,0.6165857528667756,0.4311386818745192,1
